storyid,storytitle,sentence1,sentence2,sentence3,sentence4,sentence5
3cef2682-e386-43df-b90c-6c61abad42da,Broken earrings,I had gold earrings.,I wore them everyday.,Then they broke.,I was heartbroken.,Now I had nothing to wear.
3e2de374-ffbf-4745-9460-4be75d080fe1,The single mother,Gina is recently divorced.,She has two kids.,"In order to provide for her kids, she works all the time.",So her kids have a good life.,But Gina is tired all the time.
f5e719b6-9ada-4c5f-9380-53f361d016e2,Katie gets left,It's Katie's wedding day.,She is getting married to her boyfriend of 5 years.,The ceremony is starting.,Her husband is nowhere to be seen.,Her husband doesn't show up and there is no wedding.
959d0aa7-913c-47f9-bd5e-d33a1eac380a,Keith marries his sweetheart,Keith was so in love with his girlfriend.,The two had become soul mates.,There was only one step left.,Keith decided to get down on one knee and ask her to be his bride.,Keith married his sweetheart.
4abf1c97-d0fb-4564-a1e4-5f2361fd5777,Sabrina finds love,Sabrina is out on a date.,On the date the guy tells her everything she wants to hear.,She instantly falls in love with him.,Months pass and they continue to date.,They eventually get married and live happily ever after.
ba495b0c-600b-459c-9e7b-8137a8c83157,Cherries Jubilee,I dated a legally blind person in 1979.,She had very little vision due to retinitis pigmentosa.,We went to a restaurant and she ordered cherries jubilee.,When the waiter lit the dessert she jumped from the table.,The sudden light disturbed her.
14f21fc1-2503-4697-b7cb-be7dd7970d92,Divorce,Ian found out that Glady cheated on her.,She talked to him and asked to overlook her infidelity.,He wasn't convinced and arranged a divorce.,"Since he was the family's breadwinner, he won sole custody of the kids.",Glady lived by herself in a small apartment.
e285a904-aa98-4b16-a7b5-ba205b2ea461,Brian wants to branch out,Brian was a member of a popular boy band.,He decided he could be bigger as a solo artist.,Brian decided to the leave the group.,Many of the fans were heartbroken.,Brian needed to spread his wings and fly.
43c8204c-a0c9-4448-9920-7285367e38ad,Family Dinner,Kyle invited Debbie to his parents' home for dinner.,He'd been dating her for months and wanted them to meet.,He was worried because he never brought a girl home before.,"He got his mother to cook spaghetti, Diane's favorite.",He worried for nothing because they hit it off perfectly.
92b49812-437c-4e55-a1ab-7dbeffaac674,Get Well Grandpa,Dan's grandfather recently had a major stroke.,"Dan rushed to the hospital, thinking the worse had happened.","However, Dan saw his grandfather alive, but not moving.","After talking to the doctors, they told Dan he was paralyzed.",Dan was heartbroken to hear his grandfather was in such a state.
249b2ff7-20ee-45ab-8468-e59932790003,New marriage,Jack raised his 3 kids all on his own.,When his oldest was in high school he got married.,They were a large family and very happy.,Jacks kids started to be upset with him.,Jack no longer had a relationship with his kids.
e8ca7b6f-e751-4f0f-8aec-537009677bd4,Sam melts down,Sam was going through a nasty divorce.,He was worried about his affair with an underage girl would get out.,Sam's face turned dark purple when his wife threatened him.,Sam promised to pay whatever cost to keep it under wraps.,Sam's ex wife agrees and Sam recovers from his melt down.
51983a75-2514-4734-a073-aeaaba195e38,The Delayed Wedding,Timmy was getting married.,He drove to his best man's house to get ready.,He and his best man headed for the church.,Timmy's car got a flat tire.,The wedding had to start late.
a8e4f163-169e-4e24-948a-573d04059389,Terrance drinks the pain away,Terrance is recently divorced.,He heads to the bar to feel better.,He tells the bartender to give him some whiskey.,He drinks until he can't stand.,Terrance drinks his pain away.
b88205e5-96f4-4a63-b7cd-ccb1831f2524,Jill gets married,Jill is a woman in her 30s.,She has never been married.,She doesn't believe in love.,Until one day a man sweeps her off her feet and she falls in love.,They soon get married and live happily ever after.
64fa6111-7e9b-4742-8154-cc39b5bf9651,Adam comes out,Adam was a banker in a small north carolina town.,He was a friendly family man.,One day his wife Joy catches him touching another man.,Joy decides to divorce him.,Adam decided to stop living a lie and announces he's gay.
b57f7d1d-5f1d-49da-a41b-6c20492ec25f,Candid FB Post,My coworker Sally just ended a ten-year affair.,The affair ended after the man's wife threatened a divorce.,Sally was sad as her man has refused to talk to her.,Yesterday she posted a TBT FB post about how they used to kiss.,I felt sad for Sally.
e9336960-4457-45c0-8048-5896a01d566d,In Love,Tracey fell in love with a man named John in the United States.,She visited John many times over many years from the United Kingdom.,One Christmas Tracey and John got engaged.,The very next year they got married.,Tracey and John now live happily together.
a0aaf163-6935-4bf0-9870-e8e65cdc7681,Fatal Attraction,"Jana, a consultant at my agency had an affair with Joe.",Joe ended the affair after his wife caught him and threatened divorce.,He refused to call Jana and asked her to remove reference to him on FB.,She felt scorned and posted several photos of them together.,"Amazingly, Joe is still married."
728f790e-7734-44bf-87f8-da721cab6610,Bad makeup job,Lily was getting married.,She was quite excited.,She hired someone to help with makeup.,"When the lady did it though, she was bad.",Her face got messed up.
add08b5d-5428-4960-8f40-36d838c427ae,The Wedding,Jane and Andy were about to get married.,Everyone gathered in the church.,Jane walked down the aisle towards Andy.,They both said I do and kissed.,"They were happy and lived a long, happy life."
32a2c77f-bc4f-43b5-b0a5-9987e4cc5385,Mike gets divorced,Mike was unhappy with his wife.,She had put him down for years.,He was tired and wanted to change his life.,He decided the first thing to do was get divorced.,So he got a divorce from his wife.
bf7d0d0b-fe86-4a7a-8398-0d2e5447c85e,Discrimination at its Worst,Brandon tried to peek at Jerry's text messages.,He found out that Jerry is currently dating a guy.,"Two weeks after reading the text, Brandon avoided contact with him.",Jerry tried to reach out to him.,Brandon told him that he doesn't like homosexuals.
2b12e4d9-c47b-4ae3-9b5f-b4d320dcc12b,Caught,Our company hires college interns for the summer.,"They are given mind deadening tasks, such as copying.","One intern was rather handsome, and dated a worker.",They snuck away from work and watched a movie.,"They got caught, and the intern lost his summer job."
e991ea69-fcfd-4827-a0e1-768314904d2c,Melissa is heartbroken,Melissa has been dating a boy for 3 months.,One day the boy tells Melissa he wants to break up.,He tells her he has found someone new.,Melissa asks who the girl is.,The boy tells her he's in love with Melissa's sister.
b14f4400-0191-475b-86a0-8cdddda4b240,Coffee,One of my new coworkers is gay.,He told me he was getting married next month.,A week ago I held a coffee for him in our office.,"One person refused to go, citing religious objections.","We had a good party, nevertheless."
6bc9ffd3-df9a-41db-a9d6-316c1a31abb8,Professional Wrestling,Kate was always into gymnastics.,She dated a guy who was into pro wrestling.,Kate realized it was just a lot of gymnastics.,She eventually got into it too and started doing it herself.,She got somewhat famous in the smaller shows.
2d9b6806-5872-48da-ba51-ca33fa2ba943,Rhonda's Gift,Evan was dating Rhonda.,Evan went to the mall to buy Rhonda a gift.,He saw Rhonda walking with another guy.,Evan confronted Rhonda and broke up with her.,He left without buying her a gift.
0e38fa88-a296-47bf-aa5a-48c391c6cea6,Twin Sisters,Tom was dating a girl with a twin.,One night they tried to pull a trick on him.,They switched places to see if he would notice.,Tom noticed right away.,He wasn't fooled for even a minute.
9fbb79bf-4bf0-4033-bdea-ffcc1f342718,Sideline Cover-up,Tom decided to invite his wife to a dinner with his business partners.,He introduced her as a good friend of his.,His wife got furious and threw her drink at him.,She walked away.,Tom apologized later and revealed to his friends that they're married.
1e3b17b0-3ef7-4674-b544-5537dec6bac2,Picking a dress,"Yvette was about to get married, but she needed a dress.",She went to the dress shop with her friends.,"She tried on many dresses, but her friends didn't approve.","Finally, she put on the perfect dress.",Her friends approved and the bought in on the spot!
042349a4-23f2-41cb-b271-a83e5088d5ea,Cliff's new start,Cliff was recently divorced.,He was depressed for months.,Cliff decided enough was enough.,Cliff was ready to sell his house and move to a new city.,Cliff sold everything and headed south for his new start.
f97e08e3-90a9-4133-a9ba-3178d1cb78de,Lost love,My grandfather passed away from old age.,He was moved to Indiana to be buried.,While traveling to the funeral I ran into an old high school friend.,We hung out for a few days and ended up falling in love.,Less than a year later we ended up married!
80e79cc4-4c90-4da1-aac9-01b067670cb8,Cheating Wife,Tom was having trouble in his marriage.,He couldn't figure out how to improve things.,Finally his wife admitted to having an affair.,Tom was crushed by the news.,They divorced shortly after.
7ba4cb98-4e69-4202-b4e0-eb0ff887f215,We Got Married,My husband and I were married on a Sunday afternoon.,Our wedding was supposed to be in the park but it began raining.,The only other venue that was available was a bar.,We moved the flowers and chairs onto the bar's dance floor.,"It was a fun wedding, and we got to dance with our friends."
ba40ae04-5796-4fb3-8de2-805b86fb5c9e,Wedding Rings,"When I got married, I chose my own rings.",My husband didn't care to buy me one.,I found what I wanted on the internet.,I placed the order online.,"When we broke up, he stole them from me."
e8ea1864-662b-49f9-a14e-014e67db3d28,Meeting,An old boyfriend contacted me on social media.,He had found out my husband and I were separated.,He had just gotten a divorce and wanted to meet me.,I decided to take revenge for the past.,I agreed to meet him and didn't show up.
7e7537a1-08de-45f4-9229-8ea9a28f1f81,True Love,Bob fell in love with Anna.,He decided he wanted to marry her.,Bob saved up and bought Anna a beautiful ring.,"At dinner one night, Bob proposed to Anna and gave her the ring.",Anna said yes and they were married six months later.
